############################
############################
########## SHAYNI ##########
############################
############################

###
# Short dictionary of how the dynasties are split into kingdoms:
# - Lyneria
# - Gan
# - Senga Muta
###

#################
###           ###
###  Lyneria  ###
###           ###
#################

################
### Dynasty dynasty_calynor
################

lineofcalynor1 = {
	name = Ramisht
	}
	7024.11.12 = {  # Died at age 3
	    death = { death_reason = death_ill }
	}
}

lineofmurnakor88 = {
	name = Gulafruz
	female = yes
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_murnakor
	father = lineofmurnakor73
	mother = lineofmurnakor85

	sexuality = heterosexual

	diplomacy = 3
	martial = 5
	stewardship = 1
	intrigue = 2
	learning = 2
	prowess = 4

	trait = education_martial_2

	trait = charming
	7021.09.24 = {
	    birth = yes
	}
}

lineofmurnakor89 = {
	name = Farrokhan
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_murnakor
	father = lineofmurnakor71
	mother = lineofmurnakor82

	sexuality = heterosexual

	diplomacy = 5
	martial = 5
	stewardship = 4
	intrigue = 7
	learning = 5
	prowess = 3

	trait = education_diplomacy_4

	trait = curious
	7022.08.17 = {
	    birth = yes
	}
}

lineofmurnakor90 = {
	name = Kersasp
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_murnakor
	father = lineofmurnakor73
	mother = lineofmurnakor85

	sexuality = heterosexual

	diplomacy = 5
	martial = 6
	stewardship = 3
	intrigue = 5
	learning = 6
	prowess = 1

	trait = education_intrigue_3

	trait = rowdy
	7024.04.12 = {
	    birth = yes
	}
}

lineofmurnakor91 = {
	name = Advi
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_murnakor
	father = lineofmurnakor73
	mother = lineofmurnakor85

	sexuality = heterosexual

	diplomacy = 1
	martial = 6
	stewardship = 2
	intrigue = 4
	learning = 4
	prowess = 7

	trait = education_martial_4
	trait = fecund

	trait = curious
	7027.05.28 = {
	    birth = yes
	}
}

lineofmurnakor92 = {
	name = Buran
	female = yes
	culture = lynerian
	religion = faith_ulokan

	sexuality = heterosexual

	diplomacy = 4
	martial = 5
	stewardship = 5
	intrigue = 3
	learning = 4
	prowess = 5

	trait = education_stewardship_3

	trait = bossy
	7004.12.07 = {
	    birth = yes
	}
	7020.12.07 = {  
	    trait = gregarious
	    trait = just
	    trait = eccentric
	}
}

lineofmurnakor93 = {
	name = Khushchehr
	female = yes
	culture = lynerian
	religion = faith_ulokan

	sexuality = heterosexual

	diplomacy = 4
	martial = 2
	stewardship = 6
	intrigue = 4
	learning = 6
	prowess = 3

	trait = education_stewardship_3

	trait = bossy
	7007.08.22 = {
	    birth = yes
	}
	7023.08.22 = {  
	    trait = lazy
	    trait = just
	    trait = chaste
	}
}

lineofmurnakor94 = {
	name = Jahanara
	female = yes
	culture = lynerian
	religion = faith_ulokan

	sexuality = heterosexual

	diplomacy = 1
	martial = 3
	stewardship = 4
	intrigue = 3
	learning = 6
	prowess = 6

	trait = education_learning_2

	trait = curious
	7008.02.23 = {
	    birth = yes
	}
	7024.02.23 = {  
	    trait = deceitful
	    trait = content
	    trait = forgiving
	}
}

################
### Dynasty dynasty_nymara
################

lineofprenymara1 = {
	name = Shirzad
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara

	sexuality = heterosexual

	trait = callous
	trait = craven
	trait = lazy
	trait = education_diplomacy_1
	
	6660.11.24 = {
	    birth = yes
	}
	6680.3.16 = {  # Married at age 20
	    # add_spouse = 
	}
	6723.02.15 = {  # Died at age 63
	    death = { death_reason = death_natural_causes }
	}
}

lineofprenymara3 = {
	name = Shirzad
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofprenymara1

	sexuality = heterosexual

	trait = paranoid
	trait = sadistic
	trait = temperate
	trait = education_stewardship_2

	6681.5.4 = {
	    birth = yes
	}
	6698.6.9 = {  # Married at age 17 to an older Codyan woman
	    add_spouse = lineofprenymara4
	}
	6721.12.5 = {  # Died at age 41
	    death = { death_reason = death_natural_causes }
	}
}

lineofprenymara4 = {
	name = Shirzad

	female = yes
	culture = codyan
	religion = faith_codya

	sexuality = heterosexual

	trait = ambitious
	trait = sadistic
	trait = arrogant
	trait = education_learning_3

	6672.4.17 = {
	    birth = yes
	}
	6759.1.21 = {  # Died at age 87
	    death = { death_reason = death_natural_causes }
	}
}

lineofprenymara5 = { # Installed as the pupet ruler of Lyneria
	name = Shirzad
	culture = lynerian
	religion = faith_codya

	dynasty = dynasty_nymara
	father = lineofprenymara3
	mother = lineofprenymara4

	sexuality = heterosexual

	trait = ambitious
	trait = craven
	trait = gregarious
	trait = loyal
	trait = education_intrigue_4
	trait = torturer

	6700.8.14 = {
	    birth = yes
	}
	6721.6.9 = {  # Married at age 21
	    add_spouse = lineofprenymara6
	}
	6772.12.5 = {  # Died at age 72
	    death = { death_reason = death_natural_causes }
	}
}

lineofprenymara6 = {
	name = Shirzad

	female = yes
	culture = codyan
	religion = faith_codya

	sexuality = heterosexual

	trait = gregarious
	trait = callous
	trait = deceitful
	trait = education_stewardship_2

	6705.8.14 = {
	    birth = yes
	}
	6726.11.25 = {  # Died in childbirth
	    death = { death_reason = death_childbirth }
	}
}

lineofnymara1 = {
	name = Shirzad
	culture = lynerian
	religion = faith_codya

	dynasty = dynasty_nymara
	father = lineofprenymara5
	mother = lineofprenymara6

	sexuality = heterosexual

	trait = charming
	trait = education_intrigue_2
	6726.11.24 = {
	    birth = yes
	}
	6742.11.24 = {  
	    trait = generous
	    trait = arrogant
	    trait = chaste
	}
	6745.09.06 = {  # Married at age 18
	    add_spouse = lineofnymara2
	}
	6787.1.1 = { # Lyneria is under tribute to Codya
		effect = {
            start_tributary = {
				contract_group = tributary_subjugated
				suzerain = character:lineofjahanisan105
			}
			tributary_contract_set_obligation_level = { type = default_tributary_taxes level = 2 }
			tributary_contract_set_obligation_level = { type = default_tributary_prestige level = 1 }
		}
	}
	6793.02.15 = {  # Died at age 66
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara2 = {
	name = Sarosh
	female = yes
	culture = lynerian
	religion = faith_ulokan

	sexuality = heterosexual

	trait = charming
	6726.07.25 = {
	    birth = yes
	}
	6742.07.25 = {  
	    trait = honest
	    trait = calm
	    trait = cynical
	}
	6813.02.24 = {  # Died at age 86
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara3 = {
	name = Huchithra
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara1
	mother = lineofnymara2

	sexuality = heterosexual

	diplomacy = 5
	martial = 5
	stewardship = 4
	intrigue = 6
	learning = 3
	prowess = 4

	trait = education_martial_3

	trait = curious
	6747.11.14 = {
	    birth = yes
	}
	6763.11.14 = {  
	    trait = wrathful
	    trait = forgiving
	    trait = humble
	}
	6764.12.21 = {  # Married at age 17
	    add_spouse = lineofcalynor5
	}
	6827.06.12 = {  # Died at age 79
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara4 = {
	name = Banugul
	female = yes
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara1
	mother = lineofnymara2

	sexuality = heterosexual

	diplomacy = 4
	martial = 2
	stewardship = 4
	intrigue = 4
	learning = 4
	prowess = 5

	trait = education_diplomacy_3

	trait = curious
	6749.07.02 = {
	    birth = yes
	}
	6765.07.02 = {  
	    trait = brave
	    trait = lazy
	    trait = temperate
	}
	6840.03.28 = {  # Died at age 90
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara5 = {
	name = Meherafraz
	female = yes
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara1
	mother = lineofnymara2

	sexuality = heterosexual

	diplomacy = 6
	martial = 5
	stewardship = 2
	intrigue = 2
	learning = 6
	prowess = 2

	trait = education_learning_2

	trait = curious
	6752.11.04 = {
	    birth = yes
	}
	6768.11.04 = {  
	    trait = forgiving
	    trait = greedy
	    trait = gregarious
	}
	6825.03.03 = {  # Died at age 72
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara6 = {
	name = Purgav
	female = yes
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara1
	mother = lineofnymara2

	sexuality = heterosexual

	diplomacy = 3
	martial = 3
	stewardship = 2
	intrigue = 3
	learning = 7
	prowess = 5

	trait = education_martial_3

	trait = charming
	6758.12.16 = {
	    birth = yes
	}
	6774.12.16 = {  
	    trait = content
	    trait = callous
	    trait = stubborn
	}
	6841.08.25 = {  # Died at age 82
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara7 = {
	name = Khudadad
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara3
	mother = lineofcalynor5

	sexuality = heterosexual

	diplomacy = 4
	martial = 4
	stewardship = 6
	intrigue = 3
	learning = 2
	prowess = 3

	trait = education_stewardship_1

	trait = pensive
	6765.09.16 = {
	    birth = yes
	}
	6781.09.16 = {  
	    trait = content
	    trait = compassionate
	    trait = eccentric
	}
	6792.05.04 = {  # Died at age 26
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara8 = {
	name = Hoshedarmah
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara3
	mother = lineofcalynor5

	sexuality = heterosexual

	diplomacy = 6
	martial = 2
	stewardship = 8
	intrigue = 4
	learning = 1
	prowess = 3

	trait = education_stewardship_3

	trait = bossy
	6768.01.02 = {
	    birth = yes
	}
	6784.01.02 = {  
	    trait = gregarious
	    trait = lustful
	    trait = eccentric
	}
	6791.01.27 = {  # Married at age 23
	    add_spouse = lineoflyvara5
	}
	6836.01.26 = {  # Died at age 68
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara9 = {
	name = Nekakhtar
	female = yes
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara3
	mother = lineofcalynor5

	sexuality = heterosexual

	diplomacy = 8
	martial = 3
	stewardship = 5
	intrigue = 5
	learning = 4
	prowess = 1

	trait = education_diplomacy_2

	trait = charming
	6771.02.03 = {
	    birth = yes
	}
	6787.02.03 = {  
	    trait = content
	    trait = cynical
	    trait = sadistic
	}
	6858.04.28 = {  # Died at age 87
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara10 = {
	name = Nekdel
	female = yes
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara3
	mother = lineofcalynor5

	sexuality = heterosexual

	diplomacy = 2
	martial = 3
	stewardship = 5
	intrigue = 6
	learning = 4
	prowess = 6

	trait = education_martial_1

	trait = charming
	6774.12.23 = {
	    birth = yes
	}
	6790.12.23 = {  
	    trait = calm
	    trait = craven
	    trait = gregarious
	}
	6857.01.18 = {  # Died at age 82
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara11 = {
	name = Farrokhbondad
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara8
	mother = lineoflyvara5

	sexuality = heterosexual

	diplomacy = 4
	martial = 4
	stewardship = 2
	intrigue = 3
	learning = 8
	prowess = 3

	trait = education_learning_3

	trait = pensive
	6796.08.18 = {
	    birth = yes
	}
	6812.08.18 = {  
	    trait = patient
	    trait = temperate
	    trait = generous
	}
	6816.07.20 = {  # Married at age 19
	    add_spouse = lineoflymara17
	}
	6865.01.21 = {  # Died at age 68
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara12 = {
	name = Namdar
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara8
	mother = lineoflyvara5

	sexuality = heterosexual

	diplomacy = 7
	martial = 5
	stewardship = 2
	intrigue = 5
	learning = 3
	prowess = 4

	trait = education_intrigue_3

	trait = charming
	6800.08.24 = {
	    birth = yes
	}
	6816.08.24 = {  
	    trait = gregarious
	    trait = humble
	    trait = cynical
	}
	6819.03.20 = {  # Married at age 18
	    add_spouse = lineofmurnakor16
	}
	6875.01.27 = {  # Married at age 74
	    add_spouse = lineofmurnakor18
	}
	6883.06.03 = {  # Died at age 82
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara13 = {
	name = Urvakhsha
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara11
	mother = lineoflymara17

	sexuality = heterosexual

	diplomacy = 4
	martial = 3
	stewardship = 8
	intrigue = 4
	learning = 2
	prowess = 5

	trait = education_stewardship_1

	trait = bossy
	6816.06.26 = {
	    birth = yes
	}
	6832.06.26 = {  
	    trait = gregarious
	    trait = brave
	    trait = generous
	}
	6851.04.05 = {  # Married at age 34
	    add_spouse = lineofnymara22
	}
	6872.01.02 = {  # Died at age 55
	    death = { death_reason = death_drinking_passive }
	}
}

lineofnymara14 = {
	name = Shakernaz
	female = yes
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara12
	mother = lineofmurnakor16

	sexuality = heterosexual

	diplomacy = 3
	martial = 5
	stewardship = 5
	intrigue = 2
	learning = 5
	prowess = 2

	trait = education_martial_2

	trait = curious
	6819.10.25 = {
	    birth = yes
	}
	6835.10.25 = {  
	    trait = temperate
	    trait = paranoid
	    trait = patient
	}
	6901.01.23 = {  # Died at age 81
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara15 = {
	name = Shirvanshah
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara11
	mother = lineoflymara17

	sexuality = heterosexual

	diplomacy = 5
	martial = 4
	stewardship = 5
	intrigue = 2
	learning = 10
	prowess = 6

	trait = education_stewardship_3

	trait = bossy
	6820.02.14 = {
	    birth = yes
	}
	6836.02.14 = {  
	    trait = lazy
	    trait = calm
	    trait = lustful
	}
	6841.02.20 = {  # Married at age 21
	    add_spouse = lineofpharala13
	}
	6899.12.01 = {  # Died at age 79
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara16 = {
	name = Nekakhtar
	female = yes
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara11
	mother = lineoflymara17

	sexuality = heterosexual

	diplomacy = 2
	martial = 3
	stewardship = 4
	intrigue = 10
	learning = 3
	prowess = 3

	trait = education_intrigue_2

	trait = rowdy
	6822.08.22 = {
	    birth = yes
	}
	6838.08.22 = {  
	    trait = generous
	    trait = lustful
	    trait = humble
	}
	6915.09.18 = {  # Died at age 93
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara17 = {
	name = Delaram
	female = yes
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara11
	mother = lineoflymara17

	sexuality = heterosexual

	diplomacy = 5
	martial = 5
	stewardship = 5
	intrigue = 5
	learning = 8
	prowess = 3

	trait = education_martial_4

	trait = rowdy
	6825.10.12 = {
	    birth = yes
	}
	6841.10.12 = {  
	    trait = impatient
	    trait = honest
	    trait = humble
	}
	6916.03.13 = {  # Died at age 90
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara18 = {
	name = Bahadur
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara12
	mother = lineofmurnakor16

	sexuality = heterosexual

	diplomacy = 7
	martial = 2
	stewardship = 2
	intrigue = 2
	learning = 4
	prowess = 7

	trait = education_diplomacy_3

	trait = curious
	6826.01.16 = {
	    birth = yes
	}
	6830.08.26 = {  # Died at age 4
	    death = { death_reason = death_ill }
	}
}

lineofnymara19 = {
	name = Huafrita
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara15
	mother = lineofpharala13

	sexuality = heterosexual

	diplomacy = 4
	martial = 6
	stewardship = 3
	intrigue = 3
	learning = 2
	prowess = 6

	trait = education_diplomacy_3

	trait = curious
	6842.04.15 = {
	    birth = yes
	}
	6858.04.15 = {  
	    trait = honest
	    trait = ambitious
	    trait = lazy
	}
	6866.12.26 = {  # Married at age 24
	    add_spouse = lineofsylara16
	}
	6929.04.07 = {  # Died at age 86
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara20 = {
	name = Meherafraz
	female = yes
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara19

	sexuality = heterosexual

	diplomacy = 9
	martial = 3
	stewardship = 2
	intrigue = 3
	learning = 3
	prowess = 5

	trait = bastard

	trait = education_diplomacy_3

	6858.01.14 = {
	    birth = yes
	}
	6859.03.09 = {  # Died at age 1
	    death = { death_reason = death_ill }
	}
}

lineofnymara21 = {
	name = Arenavachi
	female = yes
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara15
	mother = lineofpharala13

	sexuality = heterosexual

	diplomacy = 5
	martial = 5
	stewardship = 4
	intrigue = 5
	learning = 6
	prowess = 7

	trait = education_stewardship_2

	trait = pensive
	6850.07.15 = {
	    birth = yes
	}
	6866.07.15 = {  
	    trait = greedy
	    trait = cynical
	    trait = compassionate
	}
	6924.12.07 = {  # Died at age 74
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara22 = {
	name = Delshad
	female = yes
	culture = lynerian
	religion = faith_ulokan

	sexuality = heterosexual

	diplomacy = 10
	martial = 2
	stewardship = 3
	intrigue = 8
	learning = 5
	prowess = 3

	trait = education_diplomacy_2

	trait = curious
	6827.01.25 = {
	    birth = yes
	}
	6843.01.25 = {  
	    trait = compassionate
	    trait = patient
	    trait = diligent
	}
	6883.08.12 = {  # Died at age 56
	    death = { death_reason = death_accident }
	}
}

lineofnymara23 = {
	name = Kerbanu
	female = yes
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara15
	mother = lineofpharala13

	sexuality = heterosexual

	diplomacy = 7
	martial = 2
	stewardship = 3
	intrigue = 1
	learning = 3
	prowess = 4

	trait = education_stewardship_4

	trait = bossy
	6852.04.04 = {
	    birth = yes
	}
	6868.04.04 = {  
	    trait = patient
	    trait = fickle
	    trait = greedy
	}
	6942.03.27 = {  # Died at age 89
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara24 = {
	name = Farrokhbondad
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara13
	mother = lineofnymara22

	sexuality = heterosexual

	diplomacy = 4
	martial = 2
	stewardship = 5
	intrigue = 4
	learning = 6
	prowess = 6

	trait = education_martial_3

	trait = curious
	6853.09.05 = {
	    birth = yes
	}
	6869.09.05 = {  
	    trait = paranoid
	    trait = gregarious
	    trait = vengeful
	}
	6875.11.05 = {  # Married at age 22
	    add_spouse = lineoflymara41
	}
	6923.11.11 = {  # Died at age 70
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara25 = {
	name = Habub
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara15
	mother = lineofpharala13

	sexuality = heterosexual

	diplomacy = 9
	martial = 4
	stewardship = 2
	intrigue = 5
	learning = 4
	prowess = 3

	trait = education_martial_3

	trait = rowdy
	6857.06.15 = {
	    birth = yes
	}
	6873.06.15 = {  
	    trait = patient
	    trait = humble
	    trait = cynical
	}
	6875.12.01 = {  # Married at age 18
	    add_spouse = lineofsylara19
	}
	6940.07.20 = {  # Died at age 83
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara26 = {
	name = Behafrid
	female = yes
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara13
	mother = lineofnymara22

	sexuality = heterosexual

	diplomacy = 2
	martial = 4
	stewardship = 3
	intrigue = 1
	learning = 3
	prowess = 6

	trait = education_martial_2

	trait = curious
	6857.12.28 = {
	    birth = yes
	}
	6860.04.10 = {  # Died at age 2
	    death = { death_reason = death_ill }
	}
}

lineofnymara27 = {
	name = Azadmard
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara19
	mother = lineofsylara16

	sexuality = heterosexual

	diplomacy = 6
	martial = 2
	stewardship = 6
	intrigue = 5
	learning = 3
	prowess = 5

	trait = education_stewardship_2
	trait = stuttering

	trait = pensive
	6867.03.25 = {
	    birth = yes
	}
	6883.03.25 = {  
	    trait = content
	    trait = zealous
	    trait = craven
	}
	6895.01.18 = {  # Married at age 27
	    add_spouse = lineofnymara38
	}
	6950.09.26 = {  # Died at age 83
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara28 = {
	name = Ramburzin
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara19
	mother = lineofsylara16

	sexuality = heterosexual

	diplomacy = 7
	martial = 6
	stewardship = 5
	intrigue = 6
	learning = 1
	prowess = 1

	trait = education_martial_3

	trait = bossy
	6869.11.21 = {
	    birth = yes
	}
	6885.11.21 = {  
	    trait = eccentric
	    trait = deceitful
	    trait = craven
	}
	6903.02.10 = {  # Died at age 33
	    death = { death_reason = death_murder }
	}
}

lineofnymara29 = {
	name = Azadeh
	female = yes
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara19
	mother = lineofsylara16

	sexuality = heterosexual

	diplomacy = 3
	martial = 4
	stewardship = 8
	intrigue = 2
	learning = 4
	prowess = 6

	trait = education_stewardship_2

	trait = pensive
	6872.06.24 = {
	    birth = yes
	}
	6875.07.23 = {  # Died at age 3
	    death = { death_reason = death_ill }
	}
}

lineofnymara30 = {
	name = Shiruy
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara24
	mother = lineoflymara41

	sexuality = heterosexual

	diplomacy = 4
	martial = 4
	stewardship = 4
	intrigue = 4
	learning = 3
	prowess = 3

	trait = education_learning_3

	6875.11.07 = {
	    birth = yes
	}
	6876.06.23 = {  # Died at age 0
	    death = { death_reason = death_ill }
	}
}

lineofnymara31 = {
	name = Hutosh
	female = yes
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara19
	mother = lineofsylara16

	sexuality = heterosexual

	diplomacy = 4
	martial = 5
	stewardship = 2
	intrigue = 3
	learning = 4
	prowess = 4

	trait = education_martial_3

	trait = curious
	6878.02.17 = {
	    birth = yes
	}
	6894.02.17 = {  
	    trait = lustful
	    trait = generous
	    trait = compassionate
	}
	6933.05.20 = {  # Died at age 55
	    death = { death_reason = death_murder }
	}
}

lineofnymara32 = {
	name = Farida
	female = yes
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara24
	mother = lineoflymara41

	sexuality = heterosexual

	diplomacy = 6
	martial = 5
	stewardship = 3
	intrigue = 4
	learning = 1
	prowess = 2

	trait = education_stewardship_1
	trait = physique_good_3

	trait = bossy
	6878.04.13 = {
	    birth = yes
	}
	6894.04.13 = {  
	    trait = forgiving
	    trait = greedy
	    trait = stubborn
	}
	6970.02.24 = {  # Died at age 91
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara33 = {
	name = Mahdokht
	female = yes
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara25
	mother = lineofsylara19

	sexuality = heterosexual

	diplomacy = 4
	martial = 3
	stewardship = 6
	intrigue = 3
	learning = 3
	prowess = 7

	trait = education_stewardship_2

	trait = bossy
	6879.02.25 = {
	    birth = yes
	}
	6895.02.25 = {  
	    trait = zealous
	    trait = sadistic
	    trait = humble
	}
	6974.10.22 = {  # Died at age 95
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara34 = {
	name = Erezwand
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara24
	mother = lineoflymara41

	sexuality = heterosexual

	diplomacy = 6
	martial = 3
	stewardship = 7
	intrigue = 4
	learning = 6
	prowess = 3

	trait = education_stewardship_4

	trait = bossy
	6881.01.11 = {
	    birth = yes
	}
	6897.01.11 = {  
	    trait = fickle
	    trait = just
	    trait = temperate
	}
	6905.11.23 = {  # Married at age 24
	    add_spouse = lineofpharala34
	}
	6966.03.19 = {  # Died at age 85
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara35 = {
	name = Burzincheher
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara25
	mother = lineofsylara19

	sexuality = heterosexual

	diplomacy = 3
	martial = 5
	stewardship = 5
	intrigue = 6
	learning = 6
	prowess = 2

	trait = education_intrigue_4

	trait = charming
	6882.12.22 = {
	    birth = yes
	}
	6898.12.22 = {  
	    trait = fickle
	    trait = wrathful
	    trait = arrogant
	}
	6905.06.11 = {  # Married at age 22
	    add_spouse = lineofelynda51
	}
	6961.05.18 = {  # Died at age 78
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara36 = {
	name = Noved
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara25
	mother = lineofsylara19

	sexuality = heterosexual

	diplomacy = 3
	martial = 6
	stewardship = 2
	intrigue = 7
	learning = 5
	prowess = 4

	trait = education_intrigue_1

	trait = charming
	6884.02.02 = {
	    birth = yes
	}
	6900.02.02 = {  
	    trait = diligent
	    trait = eccentric
	    trait = lustful
	}
	6906.04.09 = {  # Married at age 22
	    add_spouse = lineofpharala31
	}
	6957.02.15 = {  # Married at age 73
	    add_spouse = lineofelynda62
	}
	6964.11.28 = {  # Died at age 80
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara37 = {
	name = Habub
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara24
	mother = lineoflymara41

	sexuality = heterosexual

	diplomacy = 6
	martial = 10
	stewardship = 2
	intrigue = 2
	learning = 5
	prowess = 4

	trait = education_martial_2

	trait = bossy
	6885.02.09 = {
	    birth = yes
	}
	6901.02.09 = {  
	    trait = forgiving
	    trait = generous
	    trait = lazy
	}
	6906.05.10 = {  # Married at age 21
	    add_spouse = lineoflyvara28
	}
	6950.11.14 = {  # Died at age 65
	    death = { death_reason = death_accident }
	}
}

lineofnymara38 = {
	name = Banuhufriz
	female = yes
	culture = lynerian
	religion = faith_ulokan

	sexuality = heterosexual

	diplomacy = 1
	martial = 10
	stewardship = 3
	intrigue = 3
	learning = 4
	prowess = 4

	trait = education_martial_3

	trait = bossy
	6871.01.19 = {
	    birth = yes
	}
	6887.01.19 = {  
	    trait = calm
	    trait = generous
	    trait = chaste
	}
	6957.02.04 = {  # Died at age 86
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara39 = {
	name = Arenavachi
	female = yes
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara27
	mother = lineofnymara38

	sexuality = heterosexual

	diplomacy = 8
	martial = 4
	stewardship = 7
	intrigue = 4
	learning = 3
	prowess = 6

	trait = education_stewardship_3
	trait = stuttering

	trait = pensive
	6898.09.02 = {
	    birth = yes
	}
	6914.09.02 = {  
	    trait = gluttonous
	    trait = chaste
	    trait = cynical
	}
	6981.11.11 = {  # Died at age 83
	    death = { death_reason = death_natural_causes }
	}
}

lineofnymara40 = {
	name = Zirakzadeh
	culture = lynerian
	religion = faith_ulokan

	dynasty = dynasty_nymara
	father = lineofnymara27
	mother = lineofnymara38

	sexuality = heterosexual

	diplomacy = 5
	martial = 6
	stewardship = 2
	intrigue = 5
	learning = 5
	prowess = 3

	trait = education_intrigue_3

