######################
#### TULWANGI DNA ####
######################

radomor_dna = { # Alrain Awesome DNA
	portrait_info={
		genes={ 		
			gene_bs_ear_size={ "ear_size_pos" 45 "ear_size_pos" 45 }
			gene_bs_eye_corner_depth={ "eye_corner_depth_neg" 31 "eye_corner_depth_neg" 31 }
			gene_bs_eye_fold_shape={ "eye_fold_shape_pos" 119 "eye_fold_shape_pos" 119 }
			gene_bs_eye_size={ "eye_size_neg" 21 "eye_size_neg" 21 }
			gene_bs_eye_upper_lid_size={ "eye_upper_lid_size_pos" 3 "eye_upper_lid_size_pos" 3 }
			gene_bs_forehead_brow_curve={ "forehead_brow_curve_pos" 27 "forehead_brow_curve_pos" 27 }
			gene_bs_forehead_brow_forward={ "forehead_brow_forward_neg" 47 "forehead_brow_forward_neg" 47 }
			gene_bs_forehead_brow_inner_height={ "forehead_brow_inner_height_neg" 25 "forehead_brow_inner_height_neg" 25 }
			gene_bs_forehead_brow_outer_height={ "forehead_brow_outer_height_pos" 31 "forehead_brow_outer_height_pos" 31 }
			gene_bs_forehead_brow_width={ "forehead_brow_width_neg" 15 "forehead_brow_width_neg" 15 }
			gene_bs_jaw_def={ "jaw_def_neg" 15 "jaw_def_neg" 15 }
			gene_bs_mouth_lower_lip_def={ "mouth_lower_lip_def_pos" 224 "mouth_lower_lip_def_pos" 224 }
			gene_bs_mouth_lower_lip_full={ "mouth_lower_lip_full_pos" 110 "mouth_lower_lip_full_pos" 110 }
			gene_bs_mouth_lower_lip_pad={ "mouth_lower_lip_pad_pos" 48 "mouth_lower_lip_pad_pos" 48 }
			gene_bs_mouth_lower_lip_width={ "mouth_lower_lip_width_neg" 24 "mouth_lower_lip_width_neg" 24 }
			gene_bs_mouth_philtrum_def={ "mouth_philtrum_def_pos" 34 "mouth_philtrum_def_pos" 34 }
			gene_bs_mouth_philtrum_shape={ "mouth_philtrum_shape_neg" 35 "mouth_philtrum_shape_neg" 35 }
			gene_bs_mouth_philtrum_width={ "mouth_philtrum_width_neg" 38 "mouth_philtrum_width_neg" 38 }
			gene_bs_mouth_upper_lip_def={ "mouth_upper_lip_def_pos" 104 "mouth_upper_lip_def_pos" 104 }
			gene_bs_mouth_upper_lip_full={ "mouth_upper_lip_full_pos" 33 "mouth_upper_lip_full_pos" 33 }
			gene_bs_mouth_upper_lip_profile={ "mouth_upper_lip_profile_pos" 0 "mouth_upper_lip_profile_pos" 0 }
			gene_bs_mouth_upper_lip_width={ "mouth_upper_lip_width_neg" 13 "mouth_upper_lip_width_neg" 13 }
			gene_bs_nose_forward={ "nose_forward_pos" 23 "nose_forward_pos" 23 }
			gene_bs_nose_height={ "nose_height_neg" 21 "nose_height_neg" 21 }
			gene_bs_nose_length={ "nose_length_neg" 50 "nose_length_neg" 50 }
			gene_bs_nose_nostril_height={ "nose_nostril_height_pos" 91 "nose_nostril_height_pos" 91 }
			gene_bs_nose_nostril_width={ "nose_nostril_width_pos" 95 "nose_nostril_width_pos" 95 }
			gene_bs_nose_profile={ "nose_profile_pos" 11 "nose_profile_pos" 11 }
			gene_bs_nose_ridge_angle={ "nose_ridge_angle_pos" 139 "nose_ridge_angle_pos" 139 }
			gene_bs_nose_ridge_width={ "nose_ridge_width_pos" 75 "nose_ridge_width_pos" 75 }
			gene_bs_nose_size={ "nose_size_pos" 71 "nose_size_pos" 71 }
			gene_bs_nose_tip_angle={ "nose_tip_angle_pos" 123 "nose_tip_angle_pos" 123 }
			gene_bs_nose_tip_forward={ "nose_tip_forward_neg" 171 "nose_tip_forward_neg" 171 }
			gene_bs_nose_tip_width={ "nose_tip_width_neg" 61 "nose_tip_width_neg" 61 }
			face_detail_cheek_def={ "cheek_def_02" 39 "cheek_def_02" 39 }
			face_detail_cheek_fat={ "cheek_fat_01_pos" 59 "cheek_fat_01_pos" 59 }
			face_detail_chin_cleft={ "chin_dimple" 235 "chin_dimple" 235 }
			face_detail_chin_def={ "chin_def" 0 "chin_def" 0 }
			face_detail_eye_lower_lid_def={ "eye_lower_lid_def" 61 "eye_lower_lid_def" 61 }
			face_detail_eye_socket={ "eye_socket_02" 151 "eye_socket_02" 151 }
			face_detail_nasolabial={ "nasolabial_01" 0 "nasolabial_01" 0 }
			face_detail_nose_ridge_def={ "nose_ridge_def_neg" 175 "nose_ridge_def_neg" 175 }
			face_detail_nose_tip_def={ "nose_tip_def" 186 "nose_tip_def" 186 }
			face_detail_temple_def={ "temple_def" 222 "temple_def" 222 }
			expression_brow_wrinkles={ "brow_wrinkles_01" 137 "brow_wrinkles_01" 137 }
			expression_eye_wrinkles={ "eye_wrinkles_01" 46 "eye_wrinkles_01" 46 }
			expression_forehead_wrinkles={ "forehead_wrinkles_03" 0 "forehead_wrinkles_03" 0 }
			expression_other={ "nose_wrinkles_01" 68 "nose_wrinkles_01" 68 }
			complexion={ "complexion_13" 255 "complexion_13" 255 }
			gene_height={ "normal_height" 138 "normal_height" 138 } # Evaluated
			gene_bs_body_type={ "body_fat_head_fat_medium" 122 "body_fat_head_fat_medium" 122 }
			gene_bs_body_shape={ "body_shape_triangle_half" 39 "body_shape_triangle_half" 39 }
			gene_bs_bust={ "bust_default" 133 "bust_default" 133 }
			gene_age={ "old_3" 0 "old_3" 0 }
			gene_eyebrows_shape={ "avg_spacing_high_thickness" 223 "avg_spacing_high_thickness" 223 }
			gene_eyebrows_fullness={ "layer_2_high_thickness" 224 "layer_2_high_thickness" 224 }
			gene_body_hair={ "body_hair_avg" 179 "body_hair_avg" 179 }
			gene_hair_type={ "hair_afro" 101 "hair_afro" 101 }
			gene_baldness={ "male_pattern_baldness" 99 "male_pattern_baldness" 99 }
			gene_ear_point={ "ear_point_pos" 0 "ear_point_pos" 0 }
			gene_lotr_race_shape={ "man" 127 "man" 127 }
			gene_uruk_head_decals={ "no_decal" 127 "no_decal" 127 }
			gene_uruk_body_decals={ "no_decal" 127 "no_decal" 127 }
			gene_haradrim_head_decals={ "no_decal" 127 "no_decal" 127 }
			gene_subdermal_implant_decals={ "no_decal" 127 "no_decal" 127 }
			eye_accessory={ "normal_eyes" 142 "normal_eyes" 142 }
			teeth_accessory={ "normal_teeth" 0 "normal_teeth" 0 }
			eyelashes_accessory={ "normal_eyelashes" 176 "normal_eyelashes" 176 }
			race_head_accessory={ "man" 0 "man" 0 }
			race_body_accessory={ "man" 0 "man" 0 }
			gene_bs_eye_height_inside={ "eye_height_inside_neg" 96 "eye_height_inside_neg" 96 }
			gene_bs_eye_height_outisde={ "eye_height_outisde_pos" 42 "eye_height_outisde_pos" 42 }
			gene_bs_ear_lobe={ "vanilla_ear_lobe" 127 "vanilla_ear_lobe" 127 }
			gene_bs_nose_central_width={ "nose_central_width_pos" 255 "nose_central_width_pos" 255 }
			gene_bs_nose_septum_width={ "nose_septum_width_pos" 89 "nose_septum_width_pos" 89 }
			gene_bs_mouth_lower_lip_profile={ "vanilla_lower_lip_profile" 127 "vanilla_lower_lip_profile" 127 }
			gene_bs_eye_outer_width={ "vanilla_eye_outer_width" 0 "vanilla_eye_outer_width" 0 }
			gene_bs_head_asymmetry_1={ "vanilla_head_asymmetry_1" 0 "vanilla_head_asymmetry_1" 0 }
			gene_bs_mouth_center_curve={ "vanilla_mouth_center_curve" 127 "vanilla_mouth_center_curve" 127 }
			gene_bs_eyebrow_straight={ "vanilla_eyebrow_straight" 0 "vanilla_eyebrow_straight" 0 }
			gene_bs_head_shape={ "head_round_shape" 202 "head_round_shape" 202 }
			gene_bs_nose_septum_height={ "nose_septum_height" 0 "nose_septum_height" 0 }
			gene_bs_head_lower_height={ "head_lower_height_max" 99 "head_lower_height_max" 99 }
			gene_bs_nose_flared_nostril={ "nose_flared_nostril" 61 "nose_flared_nostril" 61 }
			gene_bs_mouth_upper_lip_forward={ "vanilla_upper_lip_forward" 127 "vanilla_upper_lip_forward" 127 }
			gene_bs_mouth_lower_lip_forward={ "vanilla_lower_lip_forward" 127 "vanilla_lower_lip_forward" 127 }
			gene_bs_nose_swollen={ "vanilla_nose_swollen" 0 "vanilla_nose_swollen" 0 }
			gene_bs_ears_fantasy={ "vanilla_ears_fantasy" 127 "vanilla_ears_fantasy" 127 }
			gene_bs_mouth_glamour_lips={ "vanilla_mouth_glamour_lips" 127 "vanilla_mouth_glamour_lips" 127 }
			face_detail_eye_upper_lid_def={ "upper_lid_def_2" 255 "upper_lid_def_2" 255 }
			gene_eyebrow_inner_width={ "eyebrow_inner_width_min" 135 "eyebrow_inner_width_min" 135 }
			gene_bs_eye_lower_lid_size={ "eye_lower_lid_size" 80 "eye_lower_lid_size" 80 }
			gene_bs_eye_shape={ "eye_shape_03" 71 "eye_shape_03" 71 }
 		}
	}
	enabled = yes
}
